Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Field ID,Season,Crop ID,Crop name,ag4a_01,ag4a_02,ag4a_04,ag4a_05,ag4a_05_other,ag4a_vs_5a,ag4a_vs_5a_day,ag4a_vs_5a_month,ag4a_vs_5a_year,ag4a_06,ag4a_08,ag4a_15,ag4a_15_unit,ag4a_16,ag4a_19,ag4a_21,ag4a_23
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",mjcdtjVVCA6,2016-02-06T00:00:00Z,M6,long_rainy,11,Maize,1,,2,,,2015-04-19,19.0,4.0,2015.0,1,0.5,100.0,1,50000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",nf2b6XaXDy3,2016-01-20T00:00:00Z,M2,long_rainy,13,Sorghum,2,1,1,1,,2015-05-20,20.0,5.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",8wVusWBvZSA,2015-07-29T00:00:00Z,M4,long_rainy,31,Beans,2,1,1,2a,,2014-02-28,28.0,2.0,2014.0,1,0.5,60.0,1,150000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",D3dra7efrt6,2016-07-18T00:00:00Z,M1,short_rainy,11,Maize,1,,2,,,2015-07-11,11.0,7.0,2015.0,1,0.25,70.0,1,70000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",TdHhH26Qsi9,2016-03-22T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2015-09-11,11.0,9.0,2015.0,1,0.5,50.0,1,90000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",D3k4R1hEUdA,2016-01-06T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2014-06-06,6.0,6.0,2014.0,1,0.5,78.0,1,78000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UBoKCmEGFXB,2016-04-05T00:00:00Z,M4,long_rainy,22,Sweet Potatoes,1,,2,,,2015-01-05,5.0,1.0,2015.0,1,0.25,200.0,1,120000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",7yhK3asbcg8,2016-01-20T00:00:00Z,M1,long_rainy,31,Beans,,,,,,2016-01-25,25.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UYwovny68h,2016-04-27T00:00:00Z,M1,long_rainy,23,Irish potatoes,1,,2,,,2015-03-08,8.0,3.0,2015.0,1,0.75,40.0,1,25000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",Dw3Ud994KTB,2016-03-31T00:00:00Z,M4,long_rainy,31,Beans,1,,2,,,2015-03-01,1.0,3.0,2015.0,1,0.25,2.0,1,4000.0,1,4800.0,2
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",VQjx1ubsk84,2015-09-08T00:00:00Z,M2,short_rainy,23,Irish potatoes,1,,2,,,2014-08-10,10.0,8.0,2014.0,1,0.5,30.0,1,60000.0,1,15000.0,2
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",mjcdtjVVCA6,2016-02-06T00:00:00Z,M4,long_rainy,42,Sesame/Simsim,1,,2,,,2015-05-22,22.0,5.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",ZVVKrqxAx48,2016-04-18T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2015-09-25,25.0,9.0,2015.0,1,0.25,15.0,1,45000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",L3z2GfyVdH5,2015-08-10T00:00:00Z,M5,short_rainy,11,Maize,1,,2,,,2014-08-13,13.0,8.0,2014.0,1,1.0,300.0,1,220000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UYwovny68h,2016-04-27T00:00:00Z,M3,long_rainy,23,Irish potatoes,1,,2,,,2015-03-05,5.0,3.0,2015.0,1,0.25,40.0,1,25000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",25LYWDpsci5,2016-02-08T00:00:00Z,M3,long_rainy,11,Maize,1,,2,,,2015-03-08,8.0,3.0,2015.0,1,0.25,80.0,1,40000.0,1,10000.0,2
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",6L8XQ2ivNNB,2016-02-01T00:00:00Z,M3,short_rainy,42,Sesame/Simsim,1,,2,,,2014-07-01,1.0,7.0,2014.0,1,1.0,40.5,1,121500.0,1,25000.0,1
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UYwovny68h,2016-04-27T00:00:00Z,M2,short_rainy,35,Chick peas,1,,2,,,2015-08-27,27.0,8.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",WKmRQnKoHA8,2016-02-01T00:00:00Z,M3,long_rainy,43,Groundnut,1,,2,,,2015-03-06,6.0,3.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",7yhK3asbcg8,2016-01-20T00:00:00Z,M1,long_rainy,31,Beans,2,1,1,2a,,2015-03-20,20.0,3.0,2015.0,1,0.25,42.0,1,33600.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",HWUQqfGSi37,2015-10-27T00:00:00Z,M3,short_rainy,31,Beans,2,1,1,2a,,2014-09-03,3.0,9.0,2014.0,1,0.25,30.0,1,45000.0,1,15000.0,1
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",QybMet9zZh8,2016-01-06T00:00:00Z,M6,short_rainy,41,Sunflower,1,,2,,,2014-07-01,1.0,7.0,2014.0,1,2.0,1250.0,1,1250000.0,1,190000.0,2
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",ypMu1Vkfqo9,2015-10-16T00:00:00Z,M3,short_rainy,31,Beans,2,1,1,2a,,2014-07-26,26.0,7.0,2014.0,1,0.25,10.0,1,20000.0,1,4000.0,1
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",vwWMrLhFgq5,2016-04-13T00:00:00Z,M1,long_rainy,13,Sorghum,1,,2,,,2015-02-25,25.0,2.0,2015.0,1,1.0,200.0,1,160000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",hnZo2CxSp92,2016-04-13T00:00:00Z,M2,long_rainy,31,Beans,1,,2,,,2015-03-20,20.0,3.0,2015.0,1,0.25,30.0,1,36000.0,1,12000.0,2
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",U7Y9xmtZk89,2016-07-18T00:00:00Z,M2,short_rainy,31,Beans,1,,1,2a,,2015-07-20,20.0,7.0,2015.0,1,0.25,20.0,1,36000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",V5nBNdt5Wo9,2016-01-08T00:00:00Z,M2,long_rainy,22,Sweet Potatoes,1,,2,,,2014-03-08,8.0,3.0,2014.0,1,1.0,80.0,1,20000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",RscSHibFMZ,2016-01-30T00:00:00Z,M1,long_rainy,47,Soyabeans,2,2,1,2a,,2015-04-29,29.0,4.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",Dw3Ud994KTB,2016-03-31T00:00:00Z,M4,long_rainy,31,Beans,,,,,,2016-04-28,28.0,4.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",43ozar7mLV6,2016-01-27T00:00:00Z,M2,long_rainy,43,Groundnut,1,,2,,,2014-05-27,27.0,5.0,2014.0,1,0.5,100.0,1,400000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",5BM4RJvhSqA,2015-08-10T00:00:00Z,M2,short_rainy,11,Maize,1,,2,,,2014-07-24,24.0,7.0,2014.0,1,1.0,600.0,1,180000.0,1,10000.0,1
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",hnZo2CxSp92,2016-04-13T00:00:00Z,M4,long_rainy,31,Beans,,,,,,2016-04-20,20.0,4.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",xJ36NSni7X2,2016-04-24T00:00:00Z,M5,short_rainy,31,Beans,1,,2,,,2015-07-03,3.0,7.0,2015.0,1,0.125,20.0,1,30000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",5xza3zKCC65,2015-11-21T00:00:00Z,M1,long_rainy,11,Maize,2,2,1,1,,2014-03-21,21.0,3.0,2014.0,1,1.5,60.0,1,42000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",cTxbn5tVsdA,2016-02-05T00:00:00Z,M3,long_rainy,34,Pigeon pea,1,,2,,,2015-04-05,5.0,4.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",akR9WC1ESX,2016-04-15T00:00:00Z,M2,long_rainy,31,Beans,1,,2,,,2015-02-07,7.0,2.0,2015.0,1,0.25,6.0,1,10200.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",Xab6HD3Zh47,2016-01-15T00:00:00Z,M2,short_rainy,31,Beans,,,,,,2016-02-02,2.0,2.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",vkQ3CHAz8S2,2016-04-05T00:00:00Z,M2,short_rainy,35,Chick peas,1,,2,,,2015-09-09,9.0,9.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",DUyLNfXcu24,2016-07-19T00:00:00Z,M1,long_rainy,11,Maize,1,,2,,,2015-02-06,6.0,2.0,2015.0,1,0.5,30.0,1,3600.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",pfmDHWctSE3,2015-09-11T00:00:00Z,M3,short_rainy,31,Beans,2,2,1,2a,,2014-08-11,11.0,8.0,2014.0,1,0.125,20.0,1,40000.0,1,2400.0,1
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",pMDUa1EHvb,2016-01-15T00:00:00Z,M3,short_rainy,31,Beans,,,,,,2016-01-26,26.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UBoKCmEGFXB,2016-04-05T00:00:00Z,M2,long_rainy,31,Beans,,,,,,2016-04-20,20.0,4.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",NmseUo1CjBA,2015-12-26T00:00:00Z,M2,long_rainy,22,Sweet Potatoes,1,,2,,,2015-03-26,26.0,3.0,2015.0,1,0.75,400.0,1,240000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",LXeBkVStet6,2015-09-07T00:00:00Z,M3,long_rainy,31,Beans,,,,,,2015-09-07,7.0,9.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",hFv6mHJEwd5,2016-01-28T00:00:00Z,M1,short_rainy,11,Maize,1,,2,,,2014-08-14,14.0,8.0,2014.0,1,3.0,1340.0,1,603000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",TTKHU3eLS44,2016-07-15T00:00:00Z,M3,short_rainy,13,Sorghum,1,,1,2a,,2015-07-15,15.0,7.0,2015.0,1,0.5,72.0,1,57600.0,1,400.0,2
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",LAqtBPvPxy,2015-10-07T00:00:00Z,M6,long_rainy,22,Sweet Potatoes,1,,2,,,2014-02-22,22.0,2.0,2014.0,1,1.0,100.0,1,70000.0,1,10000.0,1
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",v29v4CgCb9A,2016-04-07T00:00:00Z,M5,short_rainy,22,Sweet Potatoes,1,,2,,,2015-09-07,7.0,9.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",LAqtBPvPxy,2015-10-07T00:00:00Z,M5,short_rainy,31,Beans,1,,2,,,2014-08-05,5.0,8.0,2014.0,1,0.5,100.0,1,200000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",UBoKCmEGFXB,2016-04-05T00:00:00Z,M1,long_rainy,23,Irish potatoes,2,3,1,2a,,2015-01-05,5.0,1.0,2015.0,1,0.25,600.0,1,540000.0,1,120000.0,1
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",L8vM1Pqk5B6,2016-02-03T00:00:00Z,M1,short_rainy,11,Maize,1,,2,,,2014-08-03,3.0,8.0,2014.0,1,5.0,7000.0,1,2100000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",mjcdtjVVCA6,2016-02-06T00:00:00Z,M2,short_rainy,42,Sesame/Simsim,1,,2,,,2014-07-13,13.0,7.0,2014.0,1,1.0,75.0,1,187500.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",z9PS7Qjy5L2,2016-04-07T00:00:00Z,M3,long_rainy,31,Beans,1,,2,,,2015-03-08,8.0,3.0,2015.0,1,0.5,200.0,1,300000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",Lsy3YMkKGP2,2016-07-23T00:00:00Z,M3,short_rainy,42,Sesame/Simsim,2,2,1,2a,,2015-08-23,23.0,8.0,2015.0,1,1.0,24.0,1,36000.0,1,10000.0,2
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",s1YRqRa7dg5,2015-10-14T00:00:00Z,M3,long_rainy,11,Maize,1,,2,,,2014-03-05,5.0,3.0,2014.0,1,0.25,300.0,1,150000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",D3k4R1hEUdA,2016-01-06T00:00:00Z,M1,long_rainy,31,Beans,,,,,,2016-01-11,11.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",ZVVKrqxAx48,2016-04-18T00:00:00Z,M1,short_rainy,31,Beans,,,,,,2016-04-28,28.0,4.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",Lsy3YMkKGP2,2016-07-23T00:00:00Z,M2,long_rainy,11,Maize,2,2,1,2a,,2015-04-23,23.0,4.0,2015.0,1,0.375,75.0,1,60000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",iLvTEBAQTN6,2016-04-08T00:00:00Z,M4,long_rainy,31,Beans,,,,,,2016-05-03,3.0,5.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",QJMME7KeMn,2015-11-21T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2014-07-21,21.0,7.0,2014.0,1,0.125,35.0,1,70000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",tsxUHiQSdd5,2016-02-08T00:00:00Z,M3,short_rainy,42,Sesame/Simsim,1,,2,,,2014-07-23,23.0,7.0,2014.0,1,1.0,150.0,1,450000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",HWUQqfGSi37,2015-10-27T00:00:00Z,M3,short_rainy,31,Beans,,,,,,2016-01-14,14.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",hiJdT15von9,2015-11-20T00:00:00Z,M1,short_rainy,31,Beans,,,,,,2016-01-14,14.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",1YCu7s1wQ37,2015-11-23T00:00:00Z,M1,long_rainy,11,Maize,2,3,1,2a,,2014-04-23,23.0,4.0,2014.0,1,0.25,50.0,1,30000.0,1,24000.0,2
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",Uvc1cgf5XM9,2016-02-05T00:00:00Z,M5,long_rainy,22,Sweet Potatoes,1,,2,,,2015-05-08,8.0,5.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",K28KewnXpk2,2015-08-17T00:00:00Z,M2,short_rainy,22,Sweet Potatoes,2,1,1,2a,,2014-08-29,29.0,8.0,2014.0,1,1.0,150.0,1,67500.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",ome4ka94t7,2016-07-18T00:00:00Z,M1,long_rainy,11,Maize,1,,2,,,2015-02-08,8.0,2.0,2015.0,1,0.25,15.0,1,18000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",nG6geyTvwq7,2015-09-05T00:00:00Z,M5,long_rainy,11,Maize,1,,2,,,2014-02-09,9.0,2.0,2014.0,1,0.5,50.0,1,50000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",Dw3Ud994KTB,2016-03-31T00:00:00Z,M3,long_rainy,13,Sorghum,1,,2,,,2015-01-01,1.0,1.0,2015.0,1,0.25,100.0,1,120000.0,1,10000.0,1
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",jspz3eC2TW3,2016-01-15T00:00:00Z,M2,short_rainy,31,Beans,1,,2,,,2014-09-27,27.0,9.0,2014.0,1,0.5,140.0,1,168000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",5BM4RJvhSqA,2015-08-10T00:00:00Z,M3,short_rainy,31,Beans,,,,,,2015-08-11,11.0,8.0,2015.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",ZbpM6thc1b2,2015-11-22T00:00:00Z,M3,short_rainy,11,Maize,2,2,1,2a,,2014-09-10,10.0,9.0,2014.0,1,0.35,20.0,1,8000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",wEEPeGoe7x7,2016-07-31T00:00:00Z,M2,short_rainy,31,Beans,1,,2,,,2015-07-10,10.0,7.0,2015.0,1,0.5,60.0,1,144000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",F6gmnrrGL93,2016-07-18T00:00:00Z,M2,long_rainy,43,Groundnut,1,,2,,,2015-03-18,18.0,3.0,2015.0,1,0.5,175.0,1,437500.0,1,60000.0,2
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",kAym5mCCtcB,2016-01-16T00:00:00Z,M4,short_rainy,31,Beans,1,,2,,,2014-07-16,16.0,7.0,2014.0,1,0.5,40.0,1,80000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",ve5Vid3J3j2,2015-08-16T00:00:00Z,M2,long_rainy,22,Sweet Potatoes,1,,2,,,2014-03-09,9.0,3.0,2014.0,1,0.25,200.0,1,100000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",GwMi53segV4,2015-10-20T00:00:00Z,M2,long_rainy,31,Beans,1,,2,,,2014-03-13,13.0,3.0,2014.0,1,1.0,50.0,1,10000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",nG6geyTvwq7,2015-09-05T00:00:00Z,M3,long_rainy,22,Sweet Potatoes,1,,2,,,2014-04-10,10.0,4.0,2014.0,1,0.25,40.0,1,25000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",Kq42xQGSvu4,2016-04-14T00:00:00Z,M4,short_rainy,22,Sweet Potatoes,1,,2,,,2015-03-20,20.0,3.0,2015.0,1,0.25,110.0,1,30000.0,2,,
UGA,Africa Innovations Institude,31.1975267607797,3.5840602791963,"L01",aANwrQbMsa3,2016-07-19T00:00:00Z,M1,long_rainy,87,Tomatoes,2,1,2,,,2015-03-19,19.0,3.0,2015.0,1,0.25,20.0,1,8000.0,1,500.0,2
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",xJ36NSni7X2,2016-04-24T00:00:00Z,M2,short_rainy,87,Tomatoes,1,,2,,,2015-09-03,3.0,9.0,2015.0,1,0.25,20.0,1,10000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",ZbpM6thc1b2,2015-11-22T00:00:00Z,M3,long_rainy,31,Beans,2,2,1,2a,,2014-03-14,14.0,3.0,2014.0,1,0.33,50.0,1,90000.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",QybMet9zZh8,2016-01-06T00:00:00Z,M2,long_rainy,31,Beans,,,,,,2016-01-22,22.0,1.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",uNqoVbaZpG3,2016-01-19T00:00:00Z,M1,long_rainy,11,Maize,2,2,1,2a,,2015-04-19,19.0,4.0,2015.0,1,0.25,20.0,1,16000.0,1,8000.0,1
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",hnZo2CxSp92,2016-04-13T00:00:00Z,M3,long_rainy,31,Beans,,,,,,2016-04-20,20.0,4.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",8jLMpgU7qmA,2016-01-07T00:00:00Z,M1,short_rainy,31,Beans,2,2,1,2a,,2014-10-16,16.0,10.0,2014.0,1,0.25,25.0,1,20000.0,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",kAym5mCCtcB,2016-01-16T00:00:00Z,M5,short_rainy,13,Sorghum,1,,2,,,2014-07-16,16.0,7.0,2014.0,1,0.25,68.0,1,68000.0,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",Dw3Ud994KTB,2016-03-31T00:00:00Z,M2,long_rainy,23,Irish potatoes,1,,2,,,2015-02-01,1.0,2.0,2015.0,1,0.25,100.0,1,40000.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",QybMet9zZh8,2016-01-06T00:00:00Z,M1,long_rainy,11,Maize,2,3,1,1,,2015-03-19,19.0,3.0,2015.0,1,4.0,5900.0,1,2065000.0,1,280000.0,2
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",Gr3yWAqnod7,2016-01-14T00:00:00Z,M3,long_rainy,43,Groundnut,1,,2,,,2015-05-14,14.0,5.0,2015.0,1,1.0,300.0,,900000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",hiJdT15von9,2015-11-20T00:00:00Z,M2,long_rainy,22,Sweet Potatoes,1,,2,,,2014-04-20,20.0,4.0,2014.0,2,,,,,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",7Yy7Sqs8eRA,2016-02-02T00:00:00Z,M1,short_rainy,87,Tomatoes,1,,2,,,2014-06-04,4.0,6.0,2014.0,1,0.25,11.0,1,11000.0,2,,
UGA,Africa Innovations Institude,34.3568865263743,1.03690346284041,"L02",QT4VeJxXHv4,2015-11-20T00:00:00Z,M3,short_rainy,22,Sweet Potatoes,1,,2,,,2014-07-20,20.0,7.0,2014.0,2,,,,,2,,
UGA,Africa Innovations Institude,29.7871381860837,-1.24177656546097,"L04",TdHhH26Qsi9,2016-03-22T00:00:00Z,M3,short_rainy,31,Beans,1,,2,,,2015-09-13,13.0,9.0,2015.0,2,,,,,2,,
UGA,Africa Innovations Institude,33.2567780274687,2.45257755461486,"L07",zVWFb5eAbV7,2016-02-05T00:00:00Z,M1,short_rainy,31,Beans,1,,2,,,2014-07-19,19.0,7.0,2014.0,1,1.0,120.0,1,21600.0,1,2500.0,1
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",Xab6HD3Zh47,2016-01-15T00:00:00Z,M1,short_rainy,11,Maize,1,,2,,,2014-08-16,16.0,8.0,2014.0,1,1.0,500.0,1,200000.0,2,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",Gr3yWAqnod7,2016-01-14T00:00:00Z,M4,long_rainy,31,Beans,,,,,,2016-02-02,2.0,2.0,2016.0,,,,,,,,
UGA,Africa Innovations Institude,31.7560832397785,1.87635436806258,"L06",h2NJwtqVTd2,2016-01-10T00:00:00Z,M5,short_rainy,22,Sweet Potatoes,2,1,1,2a,,2014-07-26,26.0,7.0,2014.0,1,0.25,400.0,1,200000.0,2,,
UGA,Africa Innovations Institude,32.1222569707067,0.203686999334623,"L03",LAqtBPvPxy,2015-10-07T00:00:00Z,M3,long_rainy,11,Maize,1,,2,,,2014-03-06,6.0,3.0,2014.0,1,1.0,300.0,1,240000.0,2,,
