Field ID,Field name,Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,ag2a_vs_2b1,ag2a_vs_2b1_other,ag2a_vs_2b2_1,ag2a_vs_2c,ag2a_vs_2c_other,ag2a_vs_2d1,ag2a_04,ag2a_07,ag2a_08,ag2a_08_other,gps_coords,ag3a_02_1,ag3a_02_2,ag3a_02_2_1,ag2a_09,ag2a_vs_08a,ag2a_vs_8b,ag2a_vs_8c
M1,Millet,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",dVULAjf4W89,2015-02-18T00:00:00Z,1,,14,,,,1,1,,,gBPC5wPe329,,0.0,1,0.9,Danka 1kn,,
M4,Banshama 4,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",MdadqCNEiL,2014-12-31T00:00:00Z,1,,13,4,,,2,2,2,,,,35.0,1,,,,
M3,Ofusuakra 3,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",thieXHRj9r7,2014-09-09T00:00:00Z,1,,24,1,,11,1,1,,,5YhM1x4cZeB,,,,1.2,,,
M3,Navrongo 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",PpJDFyaTPe6,2015-05-15T00:00:00Z,1,,44,1,,44,20,2,1,,,12.96,,,,,,
M1,Karimenga 1,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",ZsXLTqgEPA2,2015-04-27T00:00:00Z,1,,11,4,,,3,2,1,,,5.3,,,,,,
M2,Kukuo 1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",d4TMBLeBJr2,2014-12-29T00:00:00Z,1,,43,4,,,8,2,2,,,,60.0,1,,,,
M2,Dankwa 2,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",CTRQQXCQTVB,2014-09-13T00:00:00Z,1,,21,1,,21,3,,,,,30.0,,1,,,,
M1,Anyeho,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",QYtwXPgNBa3,2015-04-15T00:00:00Z,1,,45,1,,45,8,1,,,wSUE7Uzzwy3,1.0,30.0,1,8.3139,Paul 1Ebon,,
M1,Nkwantia 1,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",rfcJhQz5u38,2014-09-02T00:00:00Z,1,,11,4,,,3,1,,,etynAcv48c5,0.5,10.0,1,,,,
M4,Paaso 4,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",GPMVX5tyrx4,2014-09-28T00:00:00Z,1,,12,1,,12,2,2,other,Flooded,,1.2,30.0,1,,,,
M1,Bayirefuom,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",1YyZC8Zyxy7,2014-09-24T00:00:00Z,1,,24,1,,24,1,1,,,9ZBEKtDP7u6,1.6,,,0.5662,,,
M1,Poketi,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",U7thyS2zJj8,2015-04-15T00:00:00Z,1,,45,1,,45,3,1,,,AzS1tqu8LP3,3.2,60.0,1,2.556,Joseph 1Nb,,
M5,Akoduo 5,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",zebc4qh1zU8,2014-08-29T00:00:00Z,1,,21,1,,21,0,2,2,,,,20.0,1,,,,
M3,Brigadier 2,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",4xFbY5oyU82,2014-09-09T00:00:00Z,1,,21,1,,21,1,,,,,30.0,,1,,,,
M1,Akyirimade 1,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",NqtNJxp3qaB,2014-08-28T00:00:00Z,1,,21,1,,21,1,1,,,hC8WTqQ33L9,,30.0,1,0.2,,,
M5,Nsuduaso 2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,1,,45,1,,45,2,2,1,,,,30.0,1,,,,
M3,Tintare2,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",Kte7LVWAkq7,2014-10-03T00:00:00Z,1,,94,1,,94,3,,,,,,10.0,1,,,,
M1,Rubber Junction 1,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",4DD1mGbS2b6,2015-05-15T00:00:00Z,1,,45,1,,45,5,1,,,oJEUxrEwRy6,6.0,,,5.8406,,,
M8,Ofadaan 2,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",4TD5PFFKHJ7,2014-09-13T00:00:00Z,1,,45,1,,45,4,,,,,,180.0,1,,,,
M2,Kayena,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",qy7poFPTo22,2015-02-12T00:00:00Z,1,,11,4,,,2,1,,,a5hXxzJjBi6,,3.0,2,2.1,David 2kn,,
M3,Mile five 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",WX9WPcwEjJ9,2015-03-29T00:00:00Z,1,,57,1,,57,8,2,1,,,8.1,120.0,1,,,,
M1,Ginzoli 1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",aC1Yp9Vbbb9,2014-12-16T00:00:00Z,1,,11,4,,,5,1,,,nnwLArptSe2,2.0,30.0,1,6.9446,,,
M4,Fallow,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",nLAqDVxLW42,2014-09-26T00:00:00Z,4,,,4,,,10,2,1,,,,30.0,1,,,,
M6,Nsuduaso 3,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",gRQgL3UsPb6,2014-08-24T00:00:00Z,1,,71,1,,71,0,2,1,,,,30.0,1,,,,
M1,Maize,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",bnNcJ3bknL7,2015-02-17T00:00:00Z,1,,11,4,,,5,1,,,Qp3MaRAi1x4,,2.0,2,7.4,Akoo 1kn,,
M1,Sikaloleka,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",qy7poFPTo22,2015-02-12T00:00:00Z,1,,43,4,,,2,1,,,nZjaX8utYm2,,5.0,1,2.0,David 1kn,,
M2,Sorghum Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",rvasPDxnwj3,2015-02-27T00:00:00Z,1,,13,4,,,2,1,,,rtaKbF2S9y4,4.0,,,1.7,Mbaah 2kn,,
M3,Abnasah,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",R24vZdb6HQ7,2014-09-07T00:00:00Z,1,,75,1,,75,1,2,2,,,0.4,,,,,,
M1,Apaaso,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",5rf37agRoT5,2014-08-29T00:00:00Z,1,,44,1,,44,2,2,2,,,,10.0,1,,,,
M2,Karimenga 2,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",ZsXLTqgEPA2,2015-04-27T00:00:00Z,1,,11,4,,,2,1,,,559Qc5nzea,2.6,,,1.53,Bugri 2kn,,
M2,Krobokese,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",6o1LRkbmmy9,2015-05-21T00:00:00Z,1,,45,1,,45,9,2,1,,,5.0,1.0,2,,,,
M2,Nsuobri 2,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",LeYiNjAjKi2,2014-09-09T00:00:00Z,1,,21,1,,21,6,1,,,eoJaAR1yHz4,,10.0,1,7.6,L636H1,,
M1,Yam Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",eaQik5x8C35,2014-09-27T00:00:00Z,1,,24,1,,24,8,1,,,MBPVgeAB5J,1.0,,,4.6114,515,,
M1,Kong,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",PpJDFyaTPe6,2015-05-15T00:00:00Z,1,,45,1,,45,3,1,,,g7yYeWpN6H8,1.62,,,13.5382,,,
M2,Tanoso,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",pKpxx6da5u6,2014-08-28T00:00:00Z,1,,44,1,,44,8,1,,,vS48iPCCZC3,2.6,,,20.6675,,,
M2,Fulani,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",n3hCRp3nTfB,2015-03-10T00:00:00Z,1,,11,4,,,4,1,,,4Q3F2UPCjn5,1.6,,,4.2,Alangre 2kn,,
M4,Rice farm,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",UUj4sWMqYC3,2014-12-29T00:00:00Z,1,,12,4,,,2,2,1,,,,60.0,1,,,,
M1,Kwatei 1,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",iR5ETCSgpV5,2014-09-10T00:00:00Z,1,,21,1,,21,1,1,,,2axmoKi6EM5,0.8,26.0,1,1.9,L6E7H1,,
M5,Ohiamadwene 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",6rFDY18oMR9,2015-05-27T00:00:00Z,1,,21,1,,21,2,1,,,DbgfzPr6SL9,8.0,2.0,2,7.0,Patrick 5 Tiko,,
M4,Weyaayo 4,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",BNLAgvK3aCA,2014-12-17T00:00:00Z,1,,11,4,,,1,2,1,,,6.0,60.0,1,,,,
M1,Abuasah,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,1,,44,1,,44,,,,,,,,,,,,
M8,Simpuutua 3,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",MdadqCNEiL,2014-12-31T00:00:00Z,1,,47,4,,,3,2,2,,,,30.0,1,,,,
M2,Gyektuwa2,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",pEa2FhYEyQ2,2014-12-22T00:00:00Z,1,,11,4,,,2,1,,,CdGSPRBFLx3,2.2,,,4.1734,,,
M3,Kukuo 2,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",d4TMBLeBJr2,2014-12-29T00:00:00Z,1,,24,4,,,2,1,,,nTSXNayw45A,,60.0,1,0.8713,,,
M4,Ashiayesu 2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",5rf37agRoT5,2014-08-29T00:00:00Z,1,,56,1,,56,3,1,,,nyq76eCySM3,,5.0,1,1.19,,,
M2,Akoduo 2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",zebc4qh1zU8,2014-08-29T00:00:00Z,1,,71,1,,71,1,1,,,gC3dw6KUqB5,,20.0,1,0.7389,,,
M6,Enyoam 4,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",wtorB9F7hm5,2014-10-04T00:00:00Z,1,,11,1,,11,3,1,,,fqTXGun7cj2,,20.0,1,3.9047,,,
M1,Sreso 1,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",5G241XCT6VA,2014-09-23T00:00:00Z,1,,71,1,,71,2,2,other,Flooded-- Roads to the community were unmotorable at the time of doing the farm measurements,,1.0,,,,,,
M1,Navrongo,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",Ly7CbRbwGm9,2015-05-26T00:00:00Z,1,,56,1,,56,6,1,,,qKCRA7bysL5,10.0,4.0,2,5.0933,Thomas 1Nz,,
M2,Kordiabe,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",E3EGXT3BJS5,2014-09-10T00:00:00Z,1,,21,1,,21,3,1,,,XaMfVsJjLD8,,30.0,1,0.8,L6E5H2,,
M1,Kurabi,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",4TD5PFFKHJ7,2014-09-13T00:00:00Z,1,,21,1,,21,10,,,,,45.0,,1,,,,
M1,Ofaso 1,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",TVHKxGJD4T5,2014-09-12T00:00:00Z,1,,21,1,,21,0,2,1,,,,60.0,1,,,,
M3,Azanze,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",FEggU1cWz95,2015-03-29T00:00:00Z,1,,56,1,,56,2,2,1,,,1.62,30.0,1,,,,
M4,Maize Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",ymaHgFS7sD7,2014-09-28T00:00:00Z,1,,11,1,,11,2,1,,,hVV2Bbe3uEA,0.4,,,1.4873,,,
M1,Sis Akos,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",ev9j4bGtBTB,2014-09-02T00:00:00Z,1,,71,1,,71,1,2,other,The farm was destoryed as result of sand winning,,0.1,5.0,1,,,,
M2,Pebramuanu 1,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",HYK4pqongQ7,2014-09-19T00:00:00Z,1,,21,1,,21,2,1,,,WZDPrmdo9t4,1.0,30.0,1,5.4422,,,
M1,Maize Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",fkisAfkhBS2,2014-12-29T00:00:00Z,1,,11,4,,,2,1,,,Ze7sRRbfqRB,,10.0,1,4.4105,,,
M2,Vagam,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",PXb5NT8y8n6,2015-02-18T00:00:00Z,1,,13,4,,,1,2,2,,,2.0,60.0,1,,,,
M1,Maize Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",SAvMdkgq8K4,2014-12-31T00:00:00Z,1,,11,4,,,2,1,,,F9sdMWX82Y7,2.0,,,3.5054,,,
M1,Ofusuakra 1,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",thieXHRj9r7,2014-09-09T00:00:00Z,1,,21,1,,21,2,1,,,DADB3NC5Yo,,,,0.3,,,
M3,Jachie efom,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",eze6AQDVxQ4,2014-08-27T00:00:00Z,1,,56,1,,56,10,1,,,iBk9MHkL1U7,,45.0,1,7.0167,,,
M2,Eshiaso 2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",WgmUQnWemm7,2014-08-24T00:00:00Z,1,,56,1,,56,1,1,,,5rgj9dvE1t,2.0,,,1.1747,Enshiaso 2,,
M2,Maize farm,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",UNJbgF8rDE4,2014-09-25T00:00:00Z,4,,,1,,11,3,2,2,,,4.8,150.0,1,,,,
M1,Nelikofe,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",jCvYgt72fP4,2014-09-12T00:00:00Z,1,,45,1,,45,0,2,,,,,6.0,1,,,,
M2,Okurase,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",jCvYgt72fP4,2014-09-12T00:00:00Z,1,,11,1,,11,4,,,,,,45.0,1,,,,
M4,Navrongo 3,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",PpJDFyaTPe6,2015-05-15T00:00:00Z,1,,45,1,,45,35,2,1,,,12.96,,,,,,
M1,Efikyere,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",nMZQwMPqKU4,2015-03-28T00:00:00Z,1,,44,1,,44,1,1,,,2a1wS7bEXA9,0.1,1.0,1,0.3136,Margret,,
M2,Bokru 2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",9M4qT2DMJj,2014-08-27T00:00:00Z,1,,44,1,,44,5,1,,,FYbf36c5Wy6,1.5,,,5.8,Bokru 2,,
M1,Suribumum,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",v5AnXEEYcG3,2014-09-03T00:00:00Z,1,,56,1,,56,4,1,,,pHZqqBKTDt2,2.0,1.0,2,4.3687,,,
M1,Nalulu,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",vyxUdnM5dv5,2014-12-15T00:00:00Z,1,,11,4,,,4,1,,,dabWASTZ9A9,2.0,30.0,1,4.4105,,,
M5,Pebramuanu 4,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",HYK4pqongQ7,2014-09-19T00:00:00Z,1,,21,1,,21,1,2,2,,,1.0,30.0,1,,,,
M2,Ayiaunu,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",wGsPM221dM8,2015-03-29T00:00:00Z,1,,76,1,,76,2,1,,,4Wu9GFeDkT5,1.5,45.0,1,2.3853,Bulu 2Nz,,
M3,Nangbasavele 3,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",LcDR4MVNrw,2014-12-15T00:00:00Z,1,,24,4,,,1,1,,,Awk1Y2JpSe5,4.0,1.0,2,1.3328,,,
M8,Kpalani,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",BNLAgvK3aCA,2014-12-17T00:00:00Z,1,,11,4,,,4,2,1,,,5.0,45.0,1,,,,
M4,Surobom1,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",LMzw8JsSze,2014-08-31T00:00:00Z,1,,56,1,,56,0,1,,,b3DWyrFgRC2,,60.0,1,1.5471,,,
M3,Efikyiri 3,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",GDXUCUdQZB6,2014-09-25T00:00:00Z,1,,90,4,,,1,1,,,FsvDBXb5xS9,0.8,,,2.4168,,,
M2,Apaaso,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",znLkiipm6hB,2014-08-29T00:00:00Z,1,,71,1,,71,3,1,,,uCq1tVBmCF8,1.0,,,1.0466,,,
M2,Sawua 2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",wjL1nhwXLP,2014-08-27T00:00:00Z,1,,71,1,,71,0,1,,,2neFkHbUR9A,,95.0,1,0.4,,,
M3,Baa,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",GLaBCfmRHT9,2014-12-15T00:00:00Z,1,,12,4,,,10,2,1,,,8.0,3.0,2,,,,
M2,Nameyile 2,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",FcfWcnPR1A6,2015-02-16T00:00:00Z,1,,14,4,,,1,1,,,bhebcRfNJhA,,1.0,2,2.9,Kofi 2kn,,
M6,Kogyakezo 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",6o1LRkbmmy9,2015-05-21T00:00:00Z,1,,56,1,,56,4,2,1,,,1.5,20.0,1,,,,
M1,Topiase 1,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",W8ZrkDDq8B,2014-09-12T00:00:00Z,1,,11,1,,31,8,,,,,,30.0,1,,,,
M2,Mile2-2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",pdf1PrAkhV,2015-05-15T00:00:00Z,1,,21,1,,21,2,1,,,EUwvRQpDeS8,3.24,,,3.337,,,
M3,Yenkyiri 3,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",rzTsdWdr6y3,2014-08-29T00:00:00Z,1,,56,1,,56,0,2,2,,,,45.0,1,,,,
M2,Kukuo,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",gEi4dQZTGjA,2014-12-29T00:00:00Z,1,,11,4,,,7,2,2,,,,40.0,1,,,,
M1,White Volta,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",KoKjL6iByr6,2015-03-02T00:00:00Z,1,,11,4,,,1,1,,,M7gcHxnqNDA,,3.5,2,1.6,Maame 1kn,,
M1,Kuntenase 1,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",CxMdVRz4Fo,2014-08-21T00:00:00Z,1,,21,1,,21,1,1,,,RjEoRxPd8h2,,10.0,1,0.8,,,
M3,Topease,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",7KKdwdFxzG7,2014-09-07T00:00:00Z,1,,11,1,,11,,,,,,,,,,,,
M3,Anazekezo 2,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",o1aKSCrDRMB,2015-04-27T00:00:00Z,1,,56,1,,56,3,1,,,LucxYy7m9F8,6.0,4.0,2,0.8475,Emitia 3sam,,
M3,Groundnut,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",bnNcJ3bknL7,2015-02-17T00:00:00Z,1,,43,4,,,1,2,1,,,,3.0,2,,,,
M1,Maize Farm,GHA,Ghana Council for Scientific and Industrial Research,-0.834999084472656,10.5590000152588,"L01",rvasPDxnwj3,2015-02-27T00:00:00Z,1,,11,4,,,10,2,other,Across a big river,,6.0,,,,,,
M5,Kukuo 1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",BNLAgvK3aCA,2014-12-17T00:00:00Z,1,,100,4,,,1,1,,,zGiTvEZxUt7,4.0,30.0,1,0.267,,,
M2,Kponkpro 1,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",jCvYgt72fP4,2014-09-12T00:00:00Z,1,,21,1,,21,2,,,,,,20.0,1,,,,
M1,Forest1,GHA,Ghana Council for Scientific and Industrial Research,-0.854499816894531,9.90400123596191,"L02",Wth4nHzDVc8,2015-01-02T00:00:00Z,1,,47,,,,2,2,2,,,,10.0,1,,,,
M2,Louisa,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",KaNq8vjzJV5,2014-08-19T00:00:00Z,1,,11,1,,11,1,1,,,SRY3dSN6GZ2,,5.0,1,0.49,,,
M1,Asuobonta 1,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",hrKn2nuXSs9,2014-09-10T00:00:00Z,1,,,1,,75,2,,,,,45.0,,,,,,
M1,Okogble,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",4xFbY5oyU82,2014-09-09T00:00:00Z,1,,21,1,,21,4,,,,,,,,,,,
M2,Ofusuakra 2,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",thieXHRj9r7,2014-09-09T00:00:00Z,1,,11,1,,21,2,1,,,54YcGAsGy8A,,,,1.2,,,
M1,Ablekpemi 1,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",FEggU1cWz95,2015-03-29T00:00:00Z,1,,44,1,,44,9,1,,,vGb2SWXdU26,4.86,145.0,1,2.7423,Bennard 1Az,,
M1,Kwaemu,GHA,Ghana Council for Scientific and Industrial Research,-0.880999565124512,7.70899963378906,"L03",dWWPvz9La34,2014-10-03T00:00:00Z,1,,24,1,,24,4,1,,,sGmoW3aMMj2,6.4,,,3.926,,,
M2,Yenkyiri 2,GHA,Ghana Council for Scientific and Industrial Research,-1.49399948120117,6.55200004577637,"L04",rzTsdWdr6y3,2014-08-29T00:00:00Z,1,,56,1,,56,2,1,,,bFLK5Y9z4F7,,45.0,1,1.105,,,
M7,Osivakope,GHA,Ghana Council for Scientific and Industrial Research,-0.510699272155762,5.72800064086914,"L06",4TD5PFFKHJ7,2014-09-13T00:00:00Z,1,,45,1,,45,2,,,,,,30.0,1,,,,
M3,Ankasa 3,GHA,Ghana Council for Scientific and Industrial Research,-2.57799911499023,5.09250068664551,"L05",SGWDY8X7yo4,2015-03-29T00:00:00Z,1,,56,1,,56,6,2,1,,,19.44,300.0,1,,,,
