Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Field ID,Season,Individual ID,ag3a_70_preparing,ag3a_70_weeding,ag3a_70_fertilizing,ag3a_70_harvesting
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M1,long_rainy,ReTn4537Er2,3,2,0,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M1,long_rainy,JBe18CZJsG7,3,2,0,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M1,long_rainy,D5eoRoTc3HB,3,2,0,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M1,long_rainy,D7sLyZwCMF7,3,2,0,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M1,long_rainy,rwkfYoKX394,3,2,0,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M1,long_rainy,i2vqyAoutZ7,3,2,0,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M2,long_rainy,PvgjQgnGWZ7,3,5,0,7
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M2,long_rainy,ZPzuSi2wHh7,3,5,0,7
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M2,long_rainy,P1WRZbbRLJB,3,5,0,7
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M2,long_rainy,D7sLyZwCMF7,3,5,0,7
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M2,long_rainy,i2vqyAoutZ7,3,5,0,7
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M3,long_rainy,PvgjQgnGWZ7,3,5,0,7
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M3,long_rainy,JBe18CZJsG7,3,5,0,7
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZbDwCBkG2A5,2014-10-03T00:00:00Z,M3,long_rainy,i2vqyAoutZ7,3,5,0,7
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",An4VyekaKi6,2015-08-10T00:00:00Z,M1,long_rainy,oC95sMPMvFA,21,7,0,14
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",An4VyekaKi6,2015-08-10T00:00:00Z,M1,long_rainy,Pr95qAffn89,21,7,0,14
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",An4VyekaKi6,2015-08-10T00:00:00Z,M1,short_rainy,oC95sMPMvFA,21,7,0,14
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",An4VyekaKi6,2015-08-10T00:00:00Z,M1,short_rainy,Pr95qAffn89,21,7,0,14
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",An4VyekaKi6,2015-08-10T00:00:00Z,M2,long_rainy,oC95sMPMvFA,4,14,0,30
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",An4VyekaKi6,2015-08-10T00:00:00Z,M2,long_rainy,oT9gmRir7k8,4,14,0,30
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",An4VyekaKi6,2015-08-10T00:00:00Z,M2,long_rainy,LLNxJS6aQe,4,14,0,30
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,M1,long_rainy,Qt7MauCrK76,30,9,21,60
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,M1,long_rainy,S7SGaRBYvq2,30,9,21,60
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,M1,short_rainy,Qt7MauCrK76,30,9,21,60
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,M1,short_rainy,S7SGaRBYvq2,30,9,21,60
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,M1,short_rainy,FSk3V4qcFp7,0,0,0,0
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,M2,short_rainy,Qt7MauCrK76,30,9,21,60
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,M2,short_rainy,S7SGaRBYvq2,30,9,21,60
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,M2,short_rainy,FSk3V4qcFp7,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",PrddN7Eh7v3,2014-09-23T00:00:00Z,M1,long_rainy,PcUxh1RW9U7,14,21,0,30
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",PrddN7Eh7v3,2014-09-23T00:00:00Z,M1,long_rainy,6KHghoQxXCA,14,21,0,30
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",PrddN7Eh7v3,2014-09-23T00:00:00Z,M1,long_rainy,Up5epm6Dir,14,21,0,30
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M1,long_rainy,dzEy45aVG99,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M1,long_rainy,SexruuRANG6,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M1,long_rainy,njqHf78W8z3,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M1,long_rainy,osxViwkj6M6,10,0,0,5
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M1,long_rainy,D35CM5hsVGA,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M1,long_rainy,UZfHi1f2Pp7,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M2,long_rainy,t19X3XKpE6,40,10,3,30
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M2,long_rainy,hrpHpvwu8h8,40,10,3,30
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M2,long_rainy,D35CM5hsVGA,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M2,long_rainy,KxTRjJSZEd8,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M2,long_rainy,dzEy45aVG99,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,M2,long_rainy,1d5SrF2ZMJ8,0,0,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",MG8Mg2FAfw4,2015-09-09T00:00:00Z,M1,long_rainy,Jf4ZGa9vks5,30,28,20,40
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",MG8Mg2FAfw4,2015-09-09T00:00:00Z,M1,long_rainy,GTUMFXJkYX6,30,28,0,40
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",MG8Mg2FAfw4,2015-09-09T00:00:00Z,M2,long_rainy,Jf4ZGa9vks5,28,28,2,14
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",MG8Mg2FAfw4,2015-09-09T00:00:00Z,M2,long_rainy,GTUMFXJkYX6,28,28,0,14
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",yhsx6xFzAD,2014-08-13T00:00:00Z,M1,long_rainy,2tdkP83gqN3,0,0,0,0
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",yhsx6xFzAD,2014-08-13T00:00:00Z,M1,long_rainy,41Xz5mVhpx9,0,0,0,0
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",4FP6ukTTsQ8,2014-08-11T00:00:00Z,M1,long_rainy,u9jTPvW9NE3,0,0,0,0
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",4FP6ukTTsQ8,2014-08-11T00:00:00Z,M2,long_rainy,vSCWVG7wz18,20,10,0,3
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",4FP6ukTTsQ8,2014-08-11T00:00:00Z,M2,long_rainy,b95DWGkcH82,20,20,0,3
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",4FP6ukTTsQ8,2014-08-11T00:00:00Z,M2,long_rainy,e1S2gs1sBX4,8,0,0,3
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",WjvUqZyb157,2015-09-13T00:00:00Z,M1,long_rainy,4GtYxHKUyB3,0,0,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",WjvUqZyb157,2015-09-13T00:00:00Z,M4,long_rainy,txdEzofJV68,16,48,4,20
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",WjvUqZyb157,2015-09-13T00:00:00Z,M4,long_rainy,76FkrbheTEB,0,0,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",WjvUqZyb157,2015-09-13T00:00:00Z,M4,long_rainy,4GtYxHKUyB3,0,0,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",utcTs5LcPQ7,2014-12-10T00:00:00Z,M3,long_rainy,3s8kZGKLgYB,1,0,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",utcTs5LcPQ7,2014-12-10T00:00:00Z,M3,long_rainy,v9inseejZf,1,0,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",qKTwmCQoWz5,2015-08-11T00:00:00Z,M1,long_rainy,D6JAiVhcwD6,7,7,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",qKTwmCQoWz5,2015-08-11T00:00:00Z,M1,long_rainy,Lf4pgGUHsa9,0,0,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",qKTwmCQoWz5,2015-08-11T00:00:00Z,M1,short_rainy,3KD3hDerH7B,7,7,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",qKTwmCQoWz5,2015-08-11T00:00:00Z,M1,short_rainy,GJ4VGsH7aF5,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",qP3BigSRj28,2014-08-12T00:00:00Z,M1,long_rainy,3rQH6Fbn7A6,7,21,4,7
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",qP3BigSRj28,2014-08-12T00:00:00Z,M1,long_rainy,Zyc67Up9tA8,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",nEEs7UdXKf6,2015-08-08T00:00:00Z,M1,long_rainy,be9nemS75U,2,2,1,3
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",51brKTHzvAB,2015-08-11T00:00:00Z,M1,long_rainy,f3iSiEA2wgB,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",51brKTHzvAB,2015-08-11T00:00:00Z,M2,long_rainy,6Gjcr6bDNJA,3,4,1,1
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",51brKTHzvAB,2015-08-11T00:00:00Z,M2,long_rainy,f3iSiEA2wgB,0,0,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",Zzj5HfKc4d3,2015-08-08T00:00:00Z,M1,long_rainy,Bh2ifJN55g,30,30,0,14
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",Zzj5HfKc4d3,2015-08-08T00:00:00Z,M1,long_rainy,2Wqycycb734,30,30,0,14
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",N1YUZvnVaG5,2014-08-12T00:00:00Z,M1,long_rainy,RLP9ZJtvj5A,11,20,1,7
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",N1YUZvnVaG5,2014-08-12T00:00:00Z,M2,long_rainy,HUD5vJrUte7,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",N1YUZvnVaG5,2014-08-12T00:00:00Z,M2,long_rainy,NxdQXmPH8s6,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",N1YUZvnVaG5,2014-08-12T00:00:00Z,M2,long_rainy,bt9xk1iMFQ2,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZeurtKQcW93,2014-12-18T00:00:00Z,M1,long_rainy,qBmwWcz99K3,40,21,1,20
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ZeurtKQcW93,2014-12-18T00:00:00Z,M1,long_rainy,fspidWJ81YA,40,21,1,20
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",ZaEAz3d3Dr6,2014-12-10T00:00:00Z,M1,long_rainy,8cccRfY9Xm,1,14,4,3
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",ZaEAz3d3Dr6,2014-12-10T00:00:00Z,M1,long_rainy,v5HJeTgmTP5,1,14,4,3
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",ZaEAz3d3Dr6,2014-12-10T00:00:00Z,M2,long_rainy,WGcAernzJf5,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2JxppdNdy1B,2015-08-11T00:00:00Z,M1,long_rainy,5HwEUuYWm22,4,20,2,0
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2JxppdNdy1B,2015-08-11T00:00:00Z,M1,long_rainy,QSEihEBwVC4,2,15,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,M1,long_rainy,UiEfFjyVJn4,16,26,3,7
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,M1,long_rainy,WPJh6g2vLVA,0,0,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,M2,long_rainy,UiEfFjyVJn4,14,22,3,5
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,M2,long_rainy,WPJh6g2vLVA,0,0,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,M3,long_rainy,veHxabxd5X5,5,8,1,1
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,M3,long_rainy,WPJh6g2vLVA,0,0,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,M3,long_rainy,VyP8GGxto46,0,0,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",KyapRja3Pi6,2014-12-28T00:00:00Z,M3,long_rainy,UiEfFjyVJn4,5,8,1,1
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",ERzfUDJvVr5,2015-08-30T00:00:00Z,M2,long_rainy,dSrgCpx5Jj5,30,20,2,10
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",ERzfUDJvVr5,2015-08-30T00:00:00Z,M2,long_rainy,m5GMAG3CSR7,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2tw7sF6jPB4,2015-08-31T00:00:00Z,M1,long_rainy,TqGMH2QRtj5,10,10,2,3
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2tw7sF6jPB4,2015-08-31T00:00:00Z,M2,long_rainy,TqGMH2QRtj5,8,10,2,5
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2tw7sF6jPB4,2015-08-31T00:00:00Z,M3,long_rainy,TqGMH2QRtj5,8,10,2,5
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",LmNxHx7ukq2,2014-08-13T00:00:00Z,M1,long_rainy,XJbe3G42TAB,14,30,0,28
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",LmNxHx7ukq2,2014-08-13T00:00:00Z,M1,long_rainy,KXqZHntCRS2,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",LmNxHx7ukq2,2014-08-13T00:00:00Z,M1,long_rainy,MwFDjJD12s2,0,0,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",NNkYVQpfzGB,2014-12-24T00:00:00Z,M2,long_rainy,5mYTqA5HrBA,24,40,1,14
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",NNkYVQpfzGB,2014-12-24T00:00:00Z,M2,long_rainy,sTFii7pgHQ9,24,40,2,14
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",NNkYVQpfzGB,2014-12-24T00:00:00Z,M2,long_rainy,LrtKtL7MVL5,0,9,0,0
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",NNkYVQpfzGB,2014-12-24T00:00:00Z,M2,long_rainy,2UGcmUv6tS9,0,0,0,0
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",onwJq3WmHg2,2014-08-12T00:00:00Z,M1,long_rainy,THYCr6fSKZ5,0,0,0,0
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",onwJq3WmHg2,2014-08-12T00:00:00Z,M1,short_rainy,ejv3dX2WXj,14,7,14,3
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",onwJq3WmHg2,2014-08-12T00:00:00Z,M1,short_rainy,THYCr6fSKZ5,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",yE1Xsrhzmk8,2014-10-09T00:00:00Z,M1,long_rainy,bmrRYYtjAg2,2,2,1,3
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",yE1Xsrhzmk8,2014-10-09T00:00:00Z,M1,long_rainy,6Tt8kKFw9N3,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",yE1Xsrhzmk8,2014-10-09T00:00:00Z,M1,long_rainy,Hxu4L5eJSE8,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",yE1Xsrhzmk8,2014-10-09T00:00:00Z,M2,long_rainy,XUaiSdv3qGA,0,0,0,0
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",yE1Xsrhzmk8,2014-10-09T00:00:00Z,M3,long_rainy,6Tt8kKFw9N3,0,0,0,2
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",yE1Xsrhzmk8,2014-10-09T00:00:00Z,M3,long_rainy,Hxu4L5eJSE8,0,0,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,M1,long_rainy,juYvWhAKHs4,14,7,0,7
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,M1,long_rainy,dQDwD57tiM4,14,7,0,7
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,M1,long_rainy,gNB9Nuj8qc4,14,7,0,7
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,M2,long_rainy,wVNFSpk4cS,0,0,0,0
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,M2,long_rainy,juYvWhAKHs4,7,5,0,3
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,M2,long_rainy,dQDwD57tiM4,7,5,0,3
TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,M2,long_rainy,gNB9Nuj8qc4,7,5,0,3
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ciQdXdUfHV6,2014-09-24T00:00:00Z,M1,long_rainy,Avq3msQcPF4,3,5,0,4
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ciQdXdUfHV6,2014-09-24T00:00:00Z,M1,long_rainy,RWwwi4tiFk2,3,5,0,4
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",ciQdXdUfHV6,2014-09-24T00:00:00Z,M1,long_rainy,jbcnqLixAG8,3,5,0,4
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",EnufChhcvN6,2015-01-14T00:00:00Z,M1,long_rainy,S1nNqGPKDk2,30,21,0,15
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",EnufChhcvN6,2015-01-14T00:00:00Z,M1,long_rainy,3SCX8bCWt38,30,21,3,15
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",TzXCuVJ5tP5,2015-01-14T00:00:00Z,M1,long_rainy,cCYUeXpjYv6,30,50,0,30
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",TzXCuVJ5tP5,2015-01-14T00:00:00Z,M1,long_rainy,cHo8X52Xfq8,10,20,0,20
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",TzXCuVJ5tP5,2015-01-14T00:00:00Z,M2,long_rainy,cCYUeXpjYv6,30,50,0,30
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",TzXCuVJ5tP5,2015-01-14T00:00:00Z,M2,long_rainy,8hpvqycYFk9,30,50,0,30
