Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,Crop ID,Is Processed,Is Byproduct,ag09_02_1,ag09_03,ag09_03_other,ag09_03_by,ag09_03_by_other,ag09_03_product_name,ag09_04_1,ag09_04_2,ag09_07,ag09_07_2,ag09_05,ag09_06_1,ag09_06_2,ag09_08,ag09_vs_8a,ag09_vs_8b_1,ag09_vs_8b_2,ag09_10,ag09_11
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",yyXhtLq72C2,2016-08-18T00:00:00Z,Maize,true,,11,1,,,,,30.0,1,0.0,1,2,,,,2,,,1,900.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",fHLhUbHi259,2016-04-27T00:00:00Z,Maize,true,,11,1,,,,,15.0,1,,,2,,,,1,2.0,1,1,750.0
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",JM2DWViH8L8,2016-01-29T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,0.0,,2,,,,1,1.0,1,1,400.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",CxdDadFVXS7,2016-10-21T00:00:00Z,Wheat,true,,16,1,,,,,20.0,1,,,2,,,,2,,,2,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",rP7DxqhNrW3,2016-07-19T00:00:00Z,Maize,true,,11,1,,,,,100.0,1,,,2,,,,1,40.0,1,1,5000.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",nkZFomM6JN2,2016-08-11T00:00:00Z,Maize,true,,11,1,,,,,6.0,1,0.0,1,2,,,,1,1.0,1,1,300.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",Wj18gYU55E5,2016-08-12T00:00:00Z,Maize,true,,11,1,,,,,2.0,1,0.0,1,2,,,,2,,,1,100.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",mE3oDzqBqu4,2016-08-11T00:00:00Z,Banana Beer,true,,71b,4,,,,,40.0,2,0.0,1,1,35.0,2,7000.0,1,5.0,2,2,
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",cZWWUyRwuTA,2016-01-16T00:00:00Z,Wheat,true,,16,1,,,,,145.0,1,0.0,1,2,,,,2,,,1,7250.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",NpVRwZSF9A9,2016-05-16T00:00:00Z,Banana Beer,true,,71b,4,,,,,200.0,2,,,,,,,2,,,2,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",5FTsNB6cw66,2016-08-25T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,0.0,1,2,,,,2,,,1,400.0
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",bdXeZG9z586,2016-02-13T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,,,2,,,,2,,,1,1200.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",MScBRdzkSi4,2016-08-17T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,0.0,1,2,,,,2,,,1,500.0
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",YDokUMGBos2,2016-02-05T00:00:00Z,Maize,true,,11,1,,,,,15.0,1,,,2,,,,1,5.0,1,1,750.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",XZQvXo5qT34,2015-10-10T00:00:00Z,Banana Beer,true,,71b,4,,,,,2000.0,3,,,1,2000.0,3,3000.0,2,,,2,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",29hZgxCQpf4,2016-07-12T00:00:00Z,Banana Beer,true,,71b,4,,,,,80.0,2,,,1,80.0,2,16000.0,2,,,1,1000.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",t8pSXYMtCP,2016-03-01T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,,,2,,,,2,,,1,800.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",bW7iZTf8uW7,2016-11-30T00:00:00Z,Maize,true,,11,1,,,,,45.0,1,,,2,,,,,,,,
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",yaHQ7ni6ar4,2016-10-13T00:00:00Z,Cassava,true,,21,1,,,,,300.0,1,200.0,1,2,,,,2,,,1,1500.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",B8yvkFk2DJ5,2016-07-21T00:00:00Z,Maize,true,,11,1,,,,,250.0,1,,,2,,,,2,,,1,12500.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",e3YsHqYkYK6,2015-10-08T00:00:00Z,Banana Beer,true,,71b,4,,,,,450.0,2,,,1,360.0,2,27000.0,1,90.0,2,2,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",WVpeXYVGNq8,2016-08-15T00:00:00Z,Maize,true,,11,1,,,,,6.0,1,0.0,1,2,,,,2,,,1,300.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",AoyYjSvsgJA,2016-03-01T00:00:00Z,Maize,true,,11,1,,,,,8.0,1,,,2,,,,2,,,1,240.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",1aHi48GS6A5,2016-07-01T00:00:00Z,Maize,true,,11,1,,,,,5.0,1,,,2,,,,1,3.0,1,1,250.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",MsBreaQuEcA,2016-01-15T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,0.0,,2,,,,2,,,1,600.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",PGN47oqwcT6,2016-10-10T00:00:00Z,Maize,true,,11,1,,,,,80.0,1,,,2,,,,2,,,1,2500.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",Vh74sMy7UM8,2016-07-18T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,,,2,,,,2,,,1,500.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",nny1kAHD1A6,2015-10-08T00:00:00Z,Banana Beer,true,,71b,4,,,,,1440.0,2,,,1,1440.0,2,216000.0,2,,,1,36000.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",YVG8nKF7bC4,2015-12-05T00:00:00Z,Banana Beer,true,,71b,4,,,,,80.0,2,,,1,80.0,2,8000.0,2,,,2,
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",VDYfVRu3Q44,2016-05-18T00:00:00Z,Wheat,true,,16,1,,,,,5.0,1,,,2,,,,1,2.0,1,1,185.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",5s4t5icCN2,2016-07-16T00:00:00Z,Sorghum,true,,13,1,,,,,20.0,1,,,2,,,,2,,,1,400.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",5DkfDPaXxW6,2015-11-13T00:00:00Z,Banana Beer,true,,71b,4,,,,,80.0,2,,,2,,,,2,,,1,2000.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",Tt5k1X1aefA,2016-07-15T00:00:00Z,Cassava,true,,21,1,,,,,80.0,1,,,2,,,,1,10.0,1,1,1600.0
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",xRKbT2uWYL4,2016-02-04T00:00:00Z,Maize,true,,11,1,,,,,100.0,1,,,2,,,,1,10.0,1,1,50000.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",mE3oDzqBqu4,2016-08-11T00:00:00Z,Sorghum,true,,13,1,,,,,3.0,1,0.0,1,2,,,,2,,,1,100.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",vdieyWj8obA,2015-11-07T00:00:00Z,Banana Beer,true,,71b,4,,,,,80.0,2,,,1,40.0,2,4000.0,1,40.0,2,2,
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",GJymWVjaQVB,2016-02-03T00:00:00Z,Maize,true,,11,1,,,,,30.0,1,0.0,,2,,,,2,,,1,1500.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",H4YdiXt5cz3,2015-11-05T00:00:00Z,Banana Beer,true,,71b,4,,,,,240.0,2,,,1,240.0,2,36000.0,2,,,2,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",kwtgXoW7Ei8,2016-07-20T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,,,2,,,,1,4.0,1,1,500.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",BrVjLcZwqr3,2015-10-12T00:00:00Z,Banana Beer,true,,71b,1,,,,,200.0,2,,,1,200.0,2,50000.0,2,,,2,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",ydvLLQUM1wA,2016-07-19T00:00:00Z,Sorghum,true,,13,1,,,,,100.0,1,,,2,,,,2,,,1,3000.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",DRwp2xk3gPB,2016-07-22T00:00:00Z,Maize,true,,11,1,,,,,100.0,1,,,2,,,,2,,,1,5000.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",FtidgPbhow5,2016-04-20T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,0.0,,2,,,,1,10.0,1,1,1000.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",9s7aPD8ZRh7,2016-08-19T00:00:00Z,Sorghum,true,true,13,1,,,,,100.0,1,0.0,1,2,,,,1,0.0,1,1,2000.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",QLDaeeq1A6A,2015-11-06T00:00:00Z,Banana Beer,true,,71b,4,,,,,40.0,2,,,1,40.0,2,7000.0,2,,,2,
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",aDnodjimek6,2016-12-09T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,,,2,,,,1,3.0,1,2,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",sohyYFGAMr9,2016-08-17T00:00:00Z,Maize,true,,11,1,,,,,105.0,1,0.0,1,1,10.0,1,3000.0,1,25.0,1,1,4200.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",VM1oxfq9wgB,2015-12-14T00:00:00Z,Wheat,true,,16,1,,,,,20.0,1,,,2,,,,2,,,2,
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",mhGSC5qMs53,2016-03-02T00:00:00Z,Maize,true,,11,1,,,,,100.0,1,,,2,,,,1,10.0,1,1,5000.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",yjXM15j8fo9,2016-12-10T00:00:00Z,Banana Beer,,true,71b,,,,,,720.0,2,,,1,720.0,2,1000.0,2,,,,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",8rMnuSjsKfA,2016-08-23T00:00:00Z,Maize,true,,11,1,,,,,40.0,1,0.0,1,2,,,,2,,,1,2000.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",voQqwNL5SR4,2016-03-03T00:00:00Z,Maize,true,,11,1,,,,,150.0,1,,,2,,,,1,50.0,1,1,4500.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",c2cooWnTEh2,2015-10-13T00:00:00Z,Cassava,true,,21,1,,,,,60.0,1,,,2,,,,1,10.0,1,2,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",vvZZdLufJK3,2016-07-19T00:00:00Z,Soyabeans,true,,47,1,,,,,5.0,1,,,2,,,,2,,,1,200.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",TWGYiMEN9K3,2016-12-02T00:00:00Z,Maize,true,,11,1,,,,,5.0,1,,,2,,,,2,,,2,
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",Ag8CWapFXT9,2015-12-05T00:00:00Z,Maize,true,,11,1,,,,,40.0,1,,,2,,,,,,,1,2.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",XrphaE61Jh6,2016-03-04T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,0.0,,2,,,,2,,,1,700.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",TY6c2BvPeq8,2016-07-27T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,,,2,,,,2,,,1,500.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",VM1oxfq9wgB,2015-12-14T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,,,2,,,,2,,,2,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",1tDK7dEA7q4,2016-08-22T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,0.0,1,2,,,,2,,,1,500.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",CxdDadFVXS7,2016-10-21T00:00:00Z,Maize,true,,11,1,,,,,25.0,1,,,2,,,,2,,,2,
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",cuVuG6WmhC5,2016-02-11T00:00:00Z,Maize,true,,11,1,,,,,40.0,1,,,2,,,,2,,,1,2000.0
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",AVbrhtAbDP5,2016-02-16T00:00:00Z,Maize,true,,11,1,,,,,50.0,1,,,2,,,,1,20.0,1,1,1500.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",V6SdSqrYbJ7,2016-07-29T00:00:00Z,Maize,true,,11,1,,,,,8.0,1,,,2,,,,2,,,1,400.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",iGeYWScB9G8,2016-04-26T00:00:00Z,Sorghum,true,,13,1,,,,,70.0,1,,,2,,,,2,,,1,1050.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",9s7aPD8ZRh7,2016-08-19T00:00:00Z,Sorghum,true,true,13,,,,,,200.0,2,0.0,1,2,,,,1,80.0,2,2,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",YfvDPbb5H85,2016-07-28T00:00:00Z,Sorghum,true,,13,1,,,,,5.0,1,,,2,,,,2,,,1,100.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",DybB4C7m1V6,2016-07-22T00:00:00Z,Maize,true,,11,1,,,,,10.0,1,,,2,,,,2,,,1,500.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",XXFzjtd2A8,2016-10-15T00:00:00Z,Maize,true,,11,1,,,,,15.0,1,,,1,10.0,1,2000.0,2,,,1,600.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",9s7aPD8ZRh7,2016-08-19T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,0.0,1,2,,,,1,4.0,1,1,800.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",TWGYiMEN9K3,2016-12-02T00:00:00Z,Field peas,true,,37,1,,,,,2.0,1,,,2,,,,2,,,2,
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",KeSq3y3A1h4,2016-01-13T00:00:00Z,Maize,true,,11,1,,,,,8.0,1,,,2,,,,2,,,2,
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",tmtcp1ke5eB,2016-07-16T00:00:00Z,Cassava,true,,21,1,,,,,50.0,1,,,2,,,,1,5.0,1,1,1000.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",PGN47oqwcT6,2015-10-10T00:00:00Z,Banana Beer,true,,71b,4,,,,,12.0,2,100.0,2,1,100.0,2,25000.0,2,,,1,1500.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",wy7axJB9t4A,2016-01-14T00:00:00Z,Maize,true,,11,1,,,,,15.0,1,,1,2,,,,1,2.0,1,2,
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",tU6yMt3dHA3,2016-08-09T00:00:00Z,Maize,true,,11,1,,,,,50.0,1,0.0,1,2,,,,2,,,1,2500.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",ydvLLQUM1wA,2016-07-19T00:00:00Z,Maize,true,,11,1,,,,,100.0,1,,,2,,,,2,,,1,5000.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",MxhdeDaZTa9,2016-04-29T00:00:00Z,Maize,true,,11,1,,,,,100.0,1,,,2,,,,1,60.0,1,1,3000.0
RWA,Wildlife Conservation Society,29.55086017135,-1.48050348714566,"L02",xAHNqyKKrL4,2016-05-24T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,,,2,,,,2,,,1,600.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",tU6yMt3dHA3,2016-08-09T00:00:00Z,Sorghum,true,,13,1,,,,,100.0,1,0.0,1,2,,,,2,,,1,2500.0
RWA,Wildlife Conservation Society,29.4347584689003,-2.57578970240643,"L01",eVbuv11Jya9,2015-11-20T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,0.0,1,2,,,,2,,,1,2000.0
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",JYjBoTCdte4,2015-10-14T00:00:00Z,Banana Beer,true,,71b,4,,,,,60.0,2,,,2,,,,1,20.0,2,2,
RWA,Wildlife Conservation Society,29.7928701957997,-1.97725720942347,"L06",5DkfDPaXxW6,2015-11-13T00:00:00Z,Soyabeans,true,,47,1,,,,,5.0,1,,,2,,,,2,,,1,100.0
RWA,Wildlife Conservation Society,30.0187746264512,-2.28718495548197,"L07",ob6Go1epkY4,2016-08-22T00:00:00Z,Maize,true,,11,1,,,,,12.0,1,0.0,1,2,,,,2,,,1,480.0
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",jHTSofjuPJ7,2016-01-18T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,,,2,,,,2,,,1,1000.0
RWA,Wildlife Conservation Society,29.3847853801739,-1.80927231441535,"L04",tzDJcn6PLMB,2016-01-30T00:00:00Z,Maize,true,,11,1,,,,,20.0,1,,,2,,,,1,1.0,1,1,1200.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",29hZgxCQpf4,2016-07-12T00:00:00Z,Sorghum,true,,13,1,,,,,20.0,1,,,2,,,,2,,,1,400.0
RWA,Wildlife Conservation Society,30.678255588268,-1.93426664412886,"L03",SS7UVs5jxa4,2016-07-28T00:00:00Z,Cassava,true,,21,1,,,,,384.0,1,,,2,,,,2,,,1,7680.0
