Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,source_id,source_name,sourceid,ag12a_02_1,ag12a_02_2,ag12a_02_3,ag12a_02_4,ag12a_02_5,ag12a_02_6,ag12a_03,ag12a_04,ag12a_05
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",pxqThuNPrG,2014-10-03T00:00:00Z,3a,COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs),,2,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",gpPmZSQZXY5,2014-08-11T00:00:00Z,4,LARGE SCALE FARMER/OUTGROWERS,,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",PZ5Q2bVsEX8,2014-08-12T00:00:00Z,2,NGO,,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",7GEs4txMBL9,2014-08-14T00:00:00Z,2,NGO,,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",fKYGZhSCHi5,2014-08-12T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,2,2,2,,2,2,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",zddQBRJke87,2014-08-11T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",MmsqX496Yo9,2014-08-12T00:00:00Z,2,NGO,,1,2,1,2,1,,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",2zFRVcySNg6,2014-08-13T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",7NvFkzHDPpA,2014-08-12T00:00:00Z,3,COOPERATIVE,,1,2,1,2,1,,1,2,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",zddQBRJke87,2014-08-11T00:00:00Z,2,NGO,,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",6gioKTgu1a9,2014-08-12T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,1,2,1,,2,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",KWsyirYykp,2014-08-12T00:00:00Z,3,COOPERATIVE,,1,2,1,2,2,,2,2,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",fMF9APviXm9,2015-08-11T00:00:00Z,4,LARGE SCALE FARMER/OUTGROWERS,,2,2,2,2,2,1,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",AcecNqxEnz4,2014-08-14T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",LwsCZHjGPqA,2014-09-13T00:00:00Z,3a,COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs),,2,2,2,2,1,,2,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",N1YUZvnVaG5,2014-08-12T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",UGrmX3B1xb7,2015-08-30T00:00:00Z,1,MINISTRY OF AGRICULTURE,,1,2,2,2,2,2,1,2,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",6auvr3dPvX4,2014-08-12T00:00:00Z,3a,COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs),,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",9921bP6EeY4,2014-08-12T00:00:00Z,3,COOPERATIVE,,1,1,1,2,1,,1,2,
TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",uDCakBEm7VB,2014-09-30T00:00:00Z,4,LARGE SCALE FARMER/OUTGROWERS,,1,2,2,2,1,,1,2,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",N5cedWi9F35,2014-12-18T00:00:00Z,3a,COMMUNITY BASED FARMER'S ORGANISATIONS (CBOs)/FARMER BASED ORGANISATIONS (FBOs),,2,2,2,1,1,,1,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",SGWnjCX1hJ3,2014-08-12T00:00:00Z,2,NGO,,1,2,1,2,1,,1,2,
TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",SqBCN18ii19,2015-08-11T00:00:00Z,4,LARGE SCALE FARMER/OUTGROWERS,,1,2,2,2,2,2,2,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",vvfZmP19Kx,2014-08-13T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,2,2,2,,2,2,
TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",B7g3YrTCTUB,2014-08-16T00:00:00Z,2,NGO,,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",oDSCEcXBzq3,2014-08-12T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",UDim1j4z9K9,2014-08-13T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,2,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",nZ3uwA7syq7,2014-08-12T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,1,2,2,2,,1,2,
TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",9WWgnSHHAA6,2014-12-18T00:00:00Z,3,COOPERATIVE,,1,2,2,1,1,,1,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",qP3BigSRj28,2014-08-12T00:00:00Z,4,LARGE SCALE FARMER/OUTGROWERS,,1,2,1,2,1,,1,2,
TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",6gioKTgu1a9,2014-08-12T00:00:00Z,2,NGO,,1,2,1,2,1,,1,2,
TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,1,MINISTRY OF FOOD & AGRICULTURE (MOFA),,1,1,1,2,2,,1,2,
