Field ID,Season,Country,Partner Organization,longitude,latitude,Landscape #,Household ID,Data entry date,ag3a_02_1,ag3a_02_2,ag3a_02_3,ag3a_03,ag3a_03_other,ag3a_04,ag3a_05,ag3a_06,ag3a_07,ag3a_08_1,ag3a_08_2,ag3a_09,ag3a_10,ag3a_10_other,ag3a_11,ag3a_11_other,ag3a_12,ag3a_13,ag3a_14,ag3a_14_other,ag3a_15,ag3a_16,ag3f_33_17,ag3a_18,ag3a_18b,ag3a_18b_other,ag3a_18c,ag3a_18c_other,ag3a_19,ag3a_20,ag3a_21,ag3a_22,ag3a_23,ag3a_24,ag3a_24_other,ag3a_25,ag3a_26,ag3a_27,ag3a_28,ag3a_29,ag3a_29_other,ag3a_30,ag3a_31,ag3a_32,ag3a_33,ag3a_34,ag3a_34_other,ag3a_35_1,ag3a_35_2,ag3a_61,ag3a_38_1,ag3a_38_2,ag3a_38_21,ag3a_38_3,ag3a_38_4,ag3a_38_5,ag3a_38_51,ag3a_38_6,ag3a_38_61,ag3a_38_62,ag3a_38_63,ag3a_38_64,ag3a_38_7,ag3a_38_8,ag3a_38_81,ag3a_38_9,fd33_18a_1,fd33_18a_2,fd33_18a_3,fd33_18a_4,fd33_18a_5,fd33_18a_6,fd33_18a_7,fd33_18a_8,fd35_24a_dap,fd35_24a_urea,fd35_24a_tsp,fd35_24a_can,fd35_24a_sa,fd35_24a_npk,fd35_24a_mrp,fd3b3_18a_1,fd3b3_18a_2,fd3b3_18a_3,fd3b3_18a_4,fd3b3_18a_5,fd3b3_18a_6,fd3b3_18a_7,fd3b3_18a_8,fd3b5a_24a_dap,fd3b5a_24a_urea,fd3b5a_24a_tsp,fd3b5a_24a_can,fd3b5a_24a_sa,fd3b5a_24a_npk,fd3b5a_24a_mrp
M1,short_rainy,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",JsmhauRP8E9,2014-08-14T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,1,UREA,,300.0,2,330000.0,2,,,,,,1,1,,9.0,2,333000.0,0,4,0,250000,0,4,0,85000.0,0,0,0,0.0,0,3,0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",ziHZfbph8gA,2014-08-12T00:00:00Z,2.3,0.6,2.8,1,,,12,1,2,,,2,,,,,,375000.0,1,,8,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",e7KZhetzbx,2014-12-18T00:00:00Z,1.75,1.75,1.95,1,,,11,2,2,,,2,,,,,,300000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,1,2,,500.0,3,5000.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",ZAZu9eYNzaA,2014-12-28T00:00:00Z,0.5,1.0,1.0,1,,,11,2,2,,,2,,,,,,80000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,1,1,,100.0,3,1000.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",6NYkNXf4fW6,2014-08-12T00:00:00Z,3.5,1.5,8.6,1,,,11,1,1,3,,2,,,,,,2500000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",mzUJUxpe7c4,2015-08-11T00:00:00Z,1.2,1.25,3.0,1,,,11,2,2,,,2,,,,,,150000.0,1,,11,2,1,2,,,,,,,,,2,,,,,,,,,,,,1,2,,500.0,3,7500.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",e7KZhetzbx,2014-12-18T00:00:00Z,1.6,1.6,1.8,1,,,11,2,2,,,2,,,,,,200000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,1,2,,500.0,3,5000.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,36.5229650139842,-8.09763085083975,"L19",ziHZfbph8gA,2014-08-12T00:00:00Z,1.5,1.5,2.2,1,,,12,1,2,,,2,,,,,,250000.0,3,,,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",WjvUqZyb157,2015-09-13T00:00:00Z,1.2,1.2,1.5,1,,,11,1,2,,,2,,,,,,500000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,1,2,,1000.0,3,10000.0,4,0,0,38000,1,1,0,12000.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",51brKTHzvAB,2015-08-11T00:00:00Z,1.3,0.9,4.0,1,,,11,1,2,,,2,,,,,,200000.0,1,,11,1,1,2,,,,,,,,,1,SA,,20.0,2,38000.0,1,UREA,,20.0,2,27000.0,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",kqzsJGqsJH5,2015-08-31T00:00:00Z,0.0,0.3,1.0,1,,,11,2,2,,,2,,,,,,2000000.0,1,,11,1,1,2,,,,,,,,,1,DAP,,50.0,1,30000.0,2,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",i6gRP4KTv4B,2015-08-04T00:00:00Z,0.001,0.01,3.5,1,,,11,2,2,,,2,,,,,,200000.0,1,,11,1,1,2,,,,,,,,,1,CAN,,25.0,2,27500.0,1,SA,,5.0,2,7000.0,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",1AHvfwxYcT6,2014-10-03T00:00:00Z,3.0,2.0,7.0,1,,,12,3,1,6,,2,,,,,,5000000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,1,2,,1.0,2,9500.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",6vK31iR7nAA,2015-09-09T00:00:00Z,0.02,1.3,4.7,1,,,42,1,2,,,2,,,,,,100000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,30,26,0,20,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",dtBzhqj3kQA,2014-08-12T00:00:00Z,0.1,4.6,4.6,1,,,11,2,2,,,2,,,,,,1000000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,1,2,,5.0,2,10000.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",McAcYh2ZV69,2014-12-10T00:00:00Z,0.003,3.0,3.1,1,,,15,2,2,,,2,,,,,,150000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,7,0,0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",QuoaS1YaSX9,2015-08-31T00:00:00Z,0.0,0.0,5.0,1,,,11,1,2,,,2,,,,,,200000.0,1,,11,1,1,2,,,,,,,,,1,UREA,,50.0,2,55000.0,1,CAN,,25.0,2,27000.0,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",Qapm2uWHFt5,2015-09-09T00:00:00Z,0.0,1.0,1.6,1,,,21,1,2,,,2,,,,,,100000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",65WUiskq7g6,2015-01-14T00:00:00Z,0.5,0.6,1.0,1,,,11,1,2,,,2,,,,,,10800000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",tQBVYhTSUx5,2014-10-06T00:00:00Z,1.5,0.1,1.5,1,,,12,1,1,6,,2,,,,,,600000.0,1,,11,1,1,2,,,,,,,,,1,UREA,,50.0,2,35000.0,2,,,,,,1,1,,350.0,3,3000.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2,2,0,27000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fss8vTYFEz2,2015-09-13T00:00:00Z,1.0,0.9,3.0,1,,,11,1,2,,,2,,,,,,60000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",MG8Mg2FAfw4,2015-09-09T00:00:00Z,0.0,0.0,4.0,1,,,21,2,2,,,2,,,,,,60000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",mZbBzdZE8P5,2014-10-07T00:00:00Z,1.2,0.1,1.5,1,,,11,1,2,,,2,,,,,,5000000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",VhjsvzpdVX8,2013-10-07T00:00:00Z,0.9,0.1,0.1,1,,,11,2,1,6,,2,,,,,,500000.0,1,,7,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,4,0,0,20000.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",g2ZqebmF5z8,2014-08-13T00:00:00Z,1.9,7.4,7.4,1,,,47,2,1,7,7,2,,,,,,1150000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",yPna76R7KH6,2014-08-13T00:00:00Z,0.0,0.01,7.3,1,,,11,2,2,,,2,,,,,,2400000.0,1,,11,5,1,2,,,,,,,,,2,,,,,,,,,,,,1,other,Lidupala (local pesticide and fungicide),80.0,2,0.0,1,1,0,20000,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.8481422428861,-8.53911341077989,"L10",ZRuCufE5rt9,2014-08-12T00:00:00Z,0.0,5.0,5.0,1,,,11,2,2,,,2,,,,,,3200000.0,1,,11,1,1,2,,,,,,,,,1,CAN,,100.0,2,140000.0,2,,,,,,1,other,Ludupala,60.0,2,0.0,0,1,0,60000,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",2tw7sF6jPB4,2015-08-31T00:00:00Z,3.0,2.0,5.0,1,,,11,1,2,,,2,,,,,,200000.0,1,,11,1,1,2,,,,,,,,,1,UREA,,50.0,1,300000.0,1,CAN,,50.0,1,30000.0,2,,,,,,5,5,0,50000,5,5,0,50000.0,0,0,0,0.0,3,3,0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,38.7492089681939,-8.14419444155308,"L22",fxSB64jdaSA,2015-08-08T00:00:00Z,0.0,0.001,9.0,1,,,21,2,2,,,2,,,,,,150000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",Qrakmh9TAb7,2014-09-29T00:00:00Z,1.1,0.9,1.0,1,,,12,2,2,,,2,,,,,,2400000.0,3,,,3,1,2,,,,,,,,,1,UREA,,350.0,2,375000.0,2,,,,,,1,2,,5000.0,3,50000.0,1,1,0,450000,1,1,0,100000.0,0,1,0,30000.0,1,1,0,72000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",eBi2TWWBfPA,2015-08-11T00:00:00Z,0.001,0.001,5.0,1,,,11,1,2,,,2,,,,,,200000.0,1,,7,1,1,2,,,,,,,,,1,UREA,,50.0,2,60000.0,1,CAN,,50.0,2,55000.0,2,,,,,,0,0,0,0,0,5,0,45000.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",ZSL3mumZ4X8,2014-08-12T00:00:00Z,0.1,3.0,3.0,1,,,11,2,2,,,1,2,,4,,140000.0,10000000.0,1,,11,1,1,1,2,,,,10.0,2,,,1,UREA,,150.0,2,195000.0,2,,,,,,1,2,,8.0,2,136000.0,1,1,0,10000,14,14,0,100000.0,0,0,0,0.0,2,0,0,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",ywS4MJJe4cB,2015-08-05T00:00:00Z,1.68,1.6,3.0,1,,,11,1,2,,,2,,,,,,450000.0,3,,,1,1,2,,,,,,,,,1,UREA,,100.0,2,110000.0,1,SA,,10.0,2,10000.0,1,2,,100.0,3,1000.0,3,0,0,30000,6,0,0,80000.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,short_rainy,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",onwJq3WmHg2,2014-08-12T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2,long_rainy,TZA,Tanzania Forest Conservation Group,34.3167307654591,-8.60363144569888,"L20",G8pqkT9RvZB,2015-01-15T00:00:00Z,0.1,0.2,0.5,1,,,11,2,2,,,2,,,,,,1200000.0,1,,5,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,36.4463760379053,-7.53483534169035,"L18",6s9v6agXWi3,2014-08-13T00:00:00Z,6.0,0.2,8.0,1,,,26,2,2,,,1,other,Streams,4,,24000.0,600000.0,3,,,1,1,2,,,,,,,,,1,UREA,,50.0,1,55000.0,2,,,,,,1,2,,2.0,2,24000.0,1,1,0,80000,0,0,0,0.0,0,0,0,0.0,4,4,0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3,long_rainy,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",5R7zjWiS4o,2014-12-24T00:00:00Z,2.8,3.5,3.5,1,,,11,2,2,,,2,,,,,,300000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,1,0,30000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,31.7140544443077,-7.93601976329183,"L03",x3YWH9QUug,2014-12-10T00:00:00Z,0.002,1.0,1.6,1,,,11,1,2,,,2,,,,,,500000.0,1,,11,1,1,2,,,,,,,,,2,,,,,,,,,,,,1,2,,5.0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1,long_rainy,TZA,Tanzania Forest Conservation Group,34.6613285529092,-10.0674212512047,"L11",17tw28pAwD3,2015-08-29T00:00:00Z,1.0,0.9,1.0,1,,,11,2,2,,,2,,,,,,750000.0,1,,11,1,1,2,,,,,,,,,1,UREA,,200.0,2,240000.0,1,SA,,200.0,2,240000.0,1,1,,600.0,3,3000.0,1,1,0,50000,1,1,0,50000.0,0,0,0,0.0,1,1,0,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
